prepare intput
152086
build model
training
-- line number 307372
allocated: 418M, max allocated: 418M, cached: 472M, max cached: 472M
-- batch number 23432
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23433
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23434
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23435
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23436
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23437
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23438
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23439
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23440
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23441
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23442
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23443
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23444
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23445
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23446
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23447
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23448
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23449
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23450
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23451
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23452
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23453
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23454
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23455
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23456
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23457
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23458
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23459
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23460
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23461
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23462
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23463
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23464
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23465
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23466
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23467
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23468
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23469
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23470
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23471
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23472
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23473
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23474
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23475
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23476
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23477
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23478
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23479
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23480
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23481
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23482
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23483
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23484
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23485
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23486
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23487
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23488
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23489
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23490
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23491
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23492
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23493
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23494
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23495
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23496
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23497
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23498
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23499
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23500
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23501
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23502
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23503
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23504
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23505
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23506
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23507
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23508
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23509
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23510
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23511
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23512
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23513
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23514
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23515
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23516
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23517
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23518
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23519
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23520
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23521
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23522
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23523
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23524
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23525
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23526
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23527
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23528
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23529
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23530
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23531
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23532
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23533
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23534
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23535
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23536
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23537
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23538
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23539
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23540
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23541
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23542
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23543
allocated: 1682M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23544
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23545
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23546
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23547
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23548
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23549
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23550
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23551
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23552
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23553
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23554
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23555
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23556
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23557
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23558
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23559
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23560
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23561
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23562
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23563
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23564
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23565
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23566
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23567
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23568
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23569
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23570
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23571
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23572
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23573
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23574
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23575
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23576
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23577
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23578
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23579
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23580
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23581
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23582
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23583
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23584
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23585
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23586
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23587
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23588
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23589
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23590
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23591
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23592
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23593
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23594
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23595
allocated: 1683M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23596
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23597
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23598
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23599
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23600
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23601
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23602
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23603
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23604
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23605
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23606
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23607
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23608
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23609
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23610
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23611
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23612
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23613
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23614
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23615
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23616
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23617
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23618
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23619
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23620
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23621
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23622
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23623
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23624
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23625
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23626
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23627
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23628
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23629
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23630
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23631
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23632
allocated: 1682M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23633
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23634
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23635
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23636
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23637
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23638
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23639
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23640
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23641
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23642
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23643
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23644
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23645
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23646
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23647
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23648
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23649
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23650
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23651
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23652
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23653
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23654
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23655
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23656
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23657
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23658
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23659
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23660
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23661
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23662
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23663
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23664
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23665
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23666
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23667
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23668
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23669
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23670
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23671
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23672
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23673
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23674
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23675
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23676
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23677
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23678
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23679
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23680
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23681
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23682
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23683
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23684
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23685
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23686
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23687
allocated: 1682M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23688
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23689
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23690
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23691
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23692
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23693
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23694
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23695
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23696
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23697
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23698
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23699
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23700
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23701
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23702
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23703
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23704
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23705
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23706
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23707
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23708
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23709
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23710
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23711
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23712
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23713
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23714
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23715
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23716
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23717
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23718
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23719
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23720
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23721
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23722
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23723
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23724
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23725
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23726
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23727
allocated: 1682M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23728
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23729
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23730
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23731
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23732
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23733
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23734
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23735
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23736
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23737
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23738
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23739
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23740
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 23741
